MCID,CID,Campaign Name,AID,MAID,Advertiser Name,BID,Business,Budget,Start Date,Last 7 Days,Last 30 Days,Service Principal Name,Service Principal Manager,Channel,,,,,,,,,,,
406-749-8589,8995999,"LSA | Ruiz, Cox and Schmidt | Synthetic",340108,287868,"Ruiz, Cox and Schmidt",3391,"Ruiz, Cox and Schmidt INC","45,602.56",09-09-2023,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
780-983-2903,6041686,LSA | Sullivan-Martin | Synthetic,937206,744372,Sullivan-Martin,3391,Sullivan-Martin INC,"9,454.26",16-08-2023,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
612-416-7217,8047137,LSA | Baker Group | Synthetic,583589,225075,Baker Group,3391,Baker Group INC,"8,517.80",03-05-2023,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
979-566-0153,9952022,"LSA | Wall, Navarro and Curtis | Synthetic",474456,124190,"Wall, Navarro and Curtis",9932,"Wall, Navarro and Curtis INC","20,316.25",21-03-2026,0.00,"63,854.24",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
653-129-4933,7924681,"LSA | White, Castillo and Nguyen | Synthetic",269918,496557,"White, Castillo and Nguyen",9932,"White, Castillo and Nguyen INC","2,285.62",23-04-2026,"8,831.86","23,081.97",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
853-356-0629,9904460,"LSA | Richards, Collins and Gutierrez | Synthetic",342639,269137,"Richards, Collins and Gutierrez",3391,"Richards, Collins and Gutierrez INC","38,965.74",29-07-2023,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
548-530-3529,9085327,"LSA | Carter, Martin and Jimenez | Synthetic",966274,171208,"Carter, Martin and Jimenez",9588,"Carter, Martin and Jimenez INC","5,982.08",27-03-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
562-308-5793,5398025,LSA | Garcia-Fisher | Synthetic,007401,081083,Garcia-Fisher,4297,Garcia-Fisher INC,"6,361.91",23-06-2024,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
734-872-9291,6235430,"LSA | Freeman, Robinson and Morris | Synthetic",554063,792864,"Freeman, Robinson and Morris",4297,"Freeman, Robinson and Morris INC","55,106.82",12-03-2024,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
754-877-4272,8457166,"LSA | Rogers, Myers and Nguyen | Synthetic",413424,278583,"Rogers, Myers and Nguyen",4297,"Rogers, Myers and Nguyen INC","1,507.13",21-08-2023,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
996-148-6268,0818859,LSA | Schmidt-Harrell | Synthetic,439094,364010,Schmidt-Harrell,7819,Schmidt-Harrell INC,"10,331.37",27-10-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
711-395-7169,9574330,LSA | Guerrero and Sons | Synthetic,749335,421304,Guerrero and Sons,5673,Guerrero and Sons INC,"21,221.14",31-03-2026,"8,683.49","7,093.54",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
935-502-1271,2769466,LSA | Guerrero and Sons | Synthetic,749335,421304,Guerrero and Sons,5673,Guerrero and Sons INC,"24,974.69",18-03-2025,"1,243.88","30,308.92",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
438-994-4915,4779160,"LSA | Weaver, Martin and Velazquez | Synthetic",802250,855450,"Weaver, Martin and Velazquez",5673,"Weaver, Martin and Velazquez INC","59,733.46",06-05-2026,"12,184.79","29,441.44",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
892-207-0996,3176042,"LSA | Valdez, Stout and Martin | Synthetic",435153,415143,"Valdez, Stout and Martin",5673,"Valdez, Stout and Martin INC","36,024.51",13-09-2024,0.00,0.00,Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
776-169-4862,5080023,"LSA | Mcdaniel, Harper and Simmons | Synthetic",958079,087318,"Mcdaniel, Harper and Simmons",9365,"Mcdaniel, Harper and Simmons INC","24,209.75",28-04-2026,"13,305.21","15,959.08",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
120-870-9159,9432815,"LSA | Browning, Brown and Pearson | Synthetic",732394,825535,"Browning, Brown and Pearson",0348,"Browning, Brown and Pearson INC","25,409.36",12-06-2023,0.00,0.00,Architect Value-Added Applications,Troy Freeman,DirectLocal,,,,,,,,,,,
541-730-8349,1740601,LSA | Anderson-Smith | Synthetic,083962,506760,Anderson-Smith,9932,Anderson-Smith INC,"27,507.81",05-05-2026,"1,738.68","22,472.28",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
433-606-3667,7426122,LSA | Robbins-Preston | Synthetic,143001,128223,Robbins-Preston,8295,Robbins-Preston INC,"48,223.35",06-05-2026,"7,702.81","36,113.03",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
962-178-7719,5960300,LSA | Michael and Sons | Synthetic,681964,869913,Michael and Sons,8295,Michael and Sons INC,"37,048.11",14-04-2026,"12,431.98","11,194.73",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
723-753-2826,6644778,LSA | Avery-Edwards | Synthetic,185214,266459,Avery-Edwards,8295,Avery-Edwards INC,"36,903.58",16-01-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
602-627-3986,0702543,"LSA | Kelly, Shaw and Smith | Synthetic",292401,411291,"Kelly, Shaw and Smith",8160,"Kelly, Shaw and Smith INC","43,219.68",25-03-2026,"12,835.54","49,552.17",Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
718-682-6071,8897963,LSA | Leonard Group | Synthetic,287564,033696,Leonard Group,1192,Leonard Group INC,"12,903.08",05-05-2026,"13,407.86","67,618.73",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
018-799-8814,5299224,LSA | Hernandez Inc | Synthetic,904064,068013,Hernandez Inc,2539,Hernandez Inc INC,"46,866.05",20-04-2026,"10,449.93","16,253.63",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
072-513-1065,3457707,LSA | Davila Group | Synthetic,369797,794299,Davila Group,2539,Davila Group INC,"15,465.59",01-05-2026,"1,717.18","55,371.15",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
203-964-7834,1464192,"LSA | Moore, Turner and Osborne | Synthetic",822980,444465,"Moore, Turner and Osborne",5673,"Moore, Turner and Osborne INC","23,675.00",26-12-2025,"6,639.04","55,361.50",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
093-273-2606,2459895,"LSA | Palmer, James and Olson | Synthetic",318949,279382,"Palmer, James and Olson",0700,"Palmer, James and Olson INC","25,390.00",11-10-2025,0.00,0.00,Reinvent Sticky Infrastructures,Larry Marsh,DirectLocal,,,,,,,,,,,
206-037-1188,3997340,LSA | Brown Ltd | Synthetic,970890,157265,Brown Ltd,1192,Brown Ltd INC,"51,252.21",07-05-2026,"3,277.66","20,837.45",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
482-047-5804,0493270,LSA | Riley-Allen | Synthetic,613689,188750,Riley-Allen,1479,Riley-Allen INC,"4,679.02",27-04-2026,"7,210.32","23,189.74",Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
296-162-2912,2945536,"LSA | Padilla, Bell and Jenkins | Synthetic",024123,991171,"Padilla, Bell and Jenkins",5673,"Padilla, Bell and Jenkins INC","21,541.27",08-03-2026,"10,725.46","12,432.99",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
164-610-0415,2980589,LSA | Molina and Sons | Synthetic,472175,631185,Molina and Sons,2809,Molina and Sons INC,"55,835.31",01-08-2023,0.00,0.00,Implement 24/7 Vortals,Peggy Patrick,DummyG,,,,,,,,,,,
949-919-4719,5846854,LSA | Johnson Group | Synthetic,066926,488779,Johnson Group,9932,Johnson Group INC,"45,129.33",24-03-2026,"9,904.13","32,426.40",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
167-697-5901,7610753,LSA | Willis LLC | Synthetic,152910,306803,Willis LLC,4798,Willis LLC INC,"9,550.75",03-04-2026,"5,848.50","62,137.41",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
181-200-2274,0184951,"LSA | Wright, Jordan and Ruiz | Synthetic",911066,692607,"Wright, Jordan and Ruiz",9932,"Wright, Jordan and Ruiz INC","3,420.61",17-08-2023,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
121-394-4406,9935169,"LSA | Erickson, Vazquez and Bentley | Synthetic",855872,250248,"Erickson, Vazquez and Bentley",9588,"Erickson, Vazquez and Bentley INC","28,841.81",27-04-2026,"10,322.96","51,378.21",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
340-980-7585,0231196,LSA | Rodriguez and Sons | Synthetic,823403,966939,Rodriguez and Sons,5673,Rodriguez and Sons INC,"58,049.48",06-01-2026,0.00,"61,724.46",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
916-864-0194,1738400,LSA | Kramer Inc | Synthetic,685029,757945,Kramer Inc,1192,Kramer Inc INC,"29,903.62",02-05-2026,"3,755.04","22,512.38",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
215-322-1023,5615277,"LSA | Valdez, Walters and Berger | Synthetic",742453,477941,"Valdez, Walters and Berger",8295,"Valdez, Walters and Berger INC","17,081.34",27-04-2026,"12,816.01","44,653.97",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
234-613-4573,5691831,LSA | Franco-Hampton | Synthetic,777810,756853,Franco-Hampton,8295,Franco-Hampton INC,"59,626.31",02-05-2026,"7,891.15","22,362.56",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
661-240-0057,4906649,LSA | Torres-Rodriguez | Synthetic,156210,320717,Torres-Rodriguez,8295,Torres-Rodriguez INC,"15,040.21",21-04-2026,"3,375.95","38,045.90",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
320-586-3955,0277003,LSA | Warren-Cook | Synthetic,683035,237834,Warren-Cook,5673,Warren-Cook INC,"24,137.01",12-02-2026,0.00,0.00,Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
285-914-1184,3637157,LSA | Hughes LLC | Synthetic,227664,050307,Hughes LLC,8295,Hughes LLC INC,"21,072.26",11-07-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
682-606-9201,9095272,LSA | Long and Sons | Synthetic,132460,828250,Long and Sons,8295,Long and Sons INC,"10,940.54",02-05-2026,"4,573.32","2,902.31",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
179-670-5991,8700288,"LSA | Aguilar, Guzman and Knight | Synthetic",269309,814776,"Aguilar, Guzman and Knight",0746,"Aguilar, Guzman and Knight INC","11,031.07",18-04-2026,"6,787.95","5,173.45",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
990-862-9645,6819495,LSA | Sims Inc | Synthetic,281429,978882,Sims Inc,9588,Sims Inc INC,"48,010.53",30-04-2026,"6,967.47","25,918.90",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
873-751-4966,8669141,"LSA | Franco, Johnson and Spencer | Synthetic",371635,579046,"Franco, Johnson and Spencer",7819,"Franco, Johnson and Spencer INC","27,776.25",25-04-2026,"13,128.01","30,167.10",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
749-923-2730,0784377,LSA | Smith Group | Synthetic,020956,217879,Smith Group,9365,Smith Group INC,"10,433.91",11-09-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
300-283-7069,2234045,"LSA | Mullins, Robinson and Johnson | Synthetic",742362,903741,"Mullins, Robinson and Johnson",9932,"Mullins, Robinson and Johnson INC","23,978.72",15-04-2026,27.73,"64,257.07",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
264-046-8753,5426163,LSA | Scott-Wade | Synthetic,398886,755092,Scott-Wade,9932,Scott-Wade INC,"38,038.09",08-04-2026,"6,142.46","46,238.18",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
505-844-7687,9695852,LSA | Smith-Walker | Synthetic,657891,056347,Smith-Walker,0700,Smith-Walker INC,"1,348.71",22-04-2026,"11,939.62","53,172.57",Reinvent Sticky Infrastructures,Larry Marsh,DirectLocal,,,,,,,,,,,
155-145-8408,4222427,LSA | Clay Ltd | Synthetic,648788,621523,Clay Ltd,0700,Clay Ltd INC,"2,802.02",18-04-2026,"8,112.01","26,834.83",Grow One-To-One Vortals,Robert Diaz,DirectLocal,,,,,,,,,,,
411-193-5015,5243399,"LSA | Moran, Ross and Wallace | Synthetic",892249,643058,"Moran, Ross and Wallace",4798,"Moran, Ross and Wallace INC","30,897.38",13-04-2026,"13,218.39","35,585.98",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
196-830-1388,5024417,LSA | Hunt-Wilson | Synthetic,717588,019714,Hunt-Wilson,9588,Hunt-Wilson INC,"8,959.84",27-04-2026,"3,453.07","68,242.61",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
517-201-9510,2118196,"LSA | White, Castillo and Nguyen | Synthetic",269918,496557,"White, Castillo and Nguyen",9932,"White, Castillo and Nguyen INC","13,810.85",30-04-2026,0.00,"16,426.17",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
596-605-8350,7688948,LSA | Greene-Goodman | Synthetic,831255,996914,Greene-Goodman,9365,Greene-Goodman INC,"33,656.16",06-05-2026,"3,500.16","34,023.54",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
973-187-4347,6602058,"LSA | Henderson, Phillips and Williams | Synthetic",967390,738986,"Henderson, Phillips and Williams",6130,"Henderson, Phillips and Williams INC","5,387.39",16-01-2026,"13,086.17","37,301.53",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
432-143-2921,3056051,"LSA | Peterson, Calhoun and White | Synthetic",182200,571157,"Peterson, Calhoun and White",5673,"Peterson, Calhoun and White INC","53,996.48",18-04-2026,0.00,"30,369.35",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
980-502-5217,9531642,LSA | Copeland Ltd | Synthetic,178212,523544,Copeland Ltd,3102,Copeland Ltd INC,"19,556.55",05-05-2026,0.00,"51,150.41",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
013-443-5132,1440475,LSA | Thompson and Sons | Synthetic,597422,736533,Thompson and Sons,1192,Thompson and Sons INC,"54,185.56",12-04-2026,"7,085.72","45,745.81",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
400-596-8213,2628403,LSA | Walton LLC | Synthetic,758982,216663,Walton LLC,6906,Walton LLC INC,"7,873.51",24-12-2025,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
906-913-7260,3458381,LSA | Palmer and Sons | Synthetic,517315,383911,Palmer and Sons,8295,Palmer and Sons INC,"27,703.28",23-04-2026,"8,462.61","38,909.25",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
320-386-2687,8869259,LSA | Adams Ltd | Synthetic,040030,788714,Adams Ltd,9365,Adams Ltd INC,"25,229.44",30-04-2026,"13,014.88","53,698.54",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
006-104-0435,8708765,"LSA | Wallace, Mccarty and Chen | Synthetic",720919,223225,"Wallace, Mccarty and Chen",8295,"Wallace, Mccarty and Chen INC","19,429.80",29-04-2026,"3,609.23","53,291.20",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
954-739-9480,1456523,"LSA | Kemp, Mitchell and Lopez | Synthetic",319311,723934,"Kemp, Mitchell and Lopez",4297,"Kemp, Mitchell and Lopez INC","15,409.48",17-01-2026,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
838-244-5214,3393702,"LSA | Cruz, Chambers and Wiggins | Synthetic",224937,183764,"Cruz, Chambers and Wiggins",8295,"Cruz, Chambers and Wiggins INC","55,815.02",02-05-2026,"1,552.51","15,806.76",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
901-646-0952,8032226,"LSA | Hendrix, Roach and Barnett | Synthetic",209307,261962,"Hendrix, Roach and Barnett",9588,"Hendrix, Roach and Barnett INC","48,467.01",01-05-2026,"10,576.55","48,209.86",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
912-569-5021,5625600,LSA | Miles-Wilson | Synthetic,361002,938828,Miles-Wilson,3391,Miles-Wilson INC,"6,137.85",09-04-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
181-190-2461,8477246,"LSA | Walker, Roberts and Thornton | Synthetic",937720,092648,"Walker, Roberts and Thornton",9365,"Walker, Roberts and Thornton INC","13,871.75",08-10-2025,0.00,"11,351.21",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
574-742-4728,2031758,"LSA | Davis, Foster and Lewis | Synthetic",849103,465787,"Davis, Foster and Lewis",7752,"Davis, Foster and Lewis INC","36,734.53",04-04-2026,"12,595.47","70,862.74",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
027-057-0763,7936102,LSA | Hall-Arnold | Synthetic,648266,401028,Hall-Arnold,8295,Hall-Arnold INC,"14,986.44",05-05-2026,"12,117.38","51,935.76",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
079-668-0811,2394687,LSA | Lane-Moore | Synthetic,203788,936842,Lane-Moore,9078,Lane-Moore INC,"12,158.17",28-04-2026,"10,226.59","42,925.84",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
226-664-2479,1873431,LSA | Jackson-Burnett | Synthetic,518655,304842,Jackson-Burnett,9932,Jackson-Burnett INC,"3,520.50",15-04-2026,487.08,"6,835.42",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
701-973-1075,5024655,"LSA | Cantu, Chen and Craig | Synthetic",346008,850534,"Cantu, Chen and Craig",8295,"Cantu, Chen and Craig INC","9,654.99",06-05-2026,465.08,"25,402.35",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
049-801-4773,8034616,"LSA | Davis, Haynes and Munoz | Synthetic",254358,031204,"Davis, Haynes and Munoz",4206,"Davis, Haynes and Munoz INC","50,842.56",28-03-2024,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
631-774-8769,9704336,LSA | Henderson and Sons | Synthetic,100171,815599,Henderson and Sons,3698,Henderson and Sons INC,"14,637.12",31-03-2026,"7,624.31","51,815.15",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
150-356-5366,7880511,LSA | Bowers-Barrett | Synthetic,536247,304675,Bowers-Barrett,8295,Bowers-Barrett INC,"36,308.64",09-04-2026,"9,316.74","34,541.53",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
443-195-8177,8151652,"LSA | Henderson, Scott and Cochran | Synthetic",636979,118442,"Henderson, Scott and Cochran",8295,"Henderson, Scott and Cochran INC","21,993.10",06-05-2026,"4,963.00","58,452.15",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
657-238-7549,8911985,LSA | Adams and Sons | Synthetic,017866,543027,Adams and Sons,9932,Adams and Sons INC,"42,835.23",14-10-2025,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
177-691-4688,9980615,"LSA | Brown, Santana and Costa | Synthetic",107678,160502,"Brown, Santana and Costa",4279,"Brown, Santana and Costa INC","20,179.24",10-04-2026,"3,262.36","21,912.69",Cultivate Visionary Architectures,Alejandro Davis,DirectLocal,,,,,,,,,,,
461-910-3065,9617338,"LSA | Guerra, Braun and Knight | Synthetic",414576,654467,"Guerra, Braun and Knight",7819,"Guerra, Braun and Knight INC","35,846.40",11-04-2026,"12,415.45","36,959.75",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
565-891-8651,4765242,"LSA | Johnson, Garcia and Stark | Synthetic",075591,013475,"Johnson, Garcia and Stark",1192,"Johnson, Garcia and Stark INC","21,983.56",09-04-2026,"9,637.49","64,766.61",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
423-556-3435,4441015,LSA | Gentry Inc | Synthetic,836108,582484,Gentry Inc,2539,Gentry Inc INC,"8,704.14",10-04-2026,"4,714.84","40,428.01",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
925-917-1088,8624879,LSA | Gentry Inc | Synthetic,836108,582484,Gentry Inc,2539,Gentry Inc INC,"40,224.66",02-05-2026,"8,945.66","14,561.89",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
411-784-6856,1711942,LSA | Roberts Inc | Synthetic,325685,140351,Roberts Inc,1192,Roberts Inc INC,"9,422.70",14-04-2026,"9,287.91","38,774.50",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
143-408-9360,6354999,LSA | Morris Inc | Synthetic,638787,963717,Morris Inc,1192,Morris Inc INC,949.09,27-04-2026,"3,187.76","55,133.18",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
285-977-7869,0365553,LSA | Mullins PLC | Synthetic,608268,140800,Mullins PLC,5673,Mullins PLC INC,"47,600.41",06-01-2026,"11,588.90","35,942.29",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
651-053-3859,7423641,LSA | Mullins PLC | Synthetic,608268,140800,Mullins PLC,5673,Mullins PLC INC,"20,500.36",07-05-2026,"2,777.65","68,659.58",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
374-304-2494,8997279,LSA | Mullins PLC | Synthetic,608268,140800,Mullins PLC,5673,Mullins PLC INC,"45,321.46",27-02-2026,"12,009.71","56,763.00",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
140-845-0309,8137576,LSA | Miller-Abbott | Synthetic,052599,398986,Miller-Abbott,9932,Miller-Abbott INC,"14,909.84",14-04-2026,"12,046.59","22,768.62",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
283-317-8378,7525058,LSA | James-Navarro | Synthetic,444403,313635,James-Navarro,4179,James-Navarro INC,"10,245.75",03-05-2026,"4,595.49","53,766.66",Deploy Visionary Synergies,Wendy Lowe,DummyG,,,,,,,,,,,
669-964-8102,1276867,LSA | James-Navarro | Synthetic,444403,313635,James-Navarro,4179,James-Navarro INC,"19,546.29",04-03-2026,0.00,0.00,Deploy Visionary Synergies,Wendy Lowe,DummyG,,,,,,,,,,,
461-707-6536,7155030,LSA | Graham-Brown | Synthetic,301971,829105,Graham-Brown,5673,Graham-Brown INC,"27,555.39",07-01-2026,"6,169.70","7,295.77",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
894-584-0177,6104394,LSA | Cook and Sons | Synthetic,840325,264473,Cook and Sons,5673,Cook and Sons INC,"53,308.12",03-02-2026,"13,474.40","13,606.54",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
732-074-6785,0982646,"LSA | Sims, Conrad and Evans | Synthetic",015791,433045,"Sims, Conrad and Evans",0746,"Sims, Conrad and Evans INC","56,796.80",28-04-2024,0.00,0.00,Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
488-812-0276,1608869,LSA | Johnson-Harvey | Synthetic,520631,953195,Johnson-Harvey,3102,Johnson-Harvey INC,"1,856.87",14-04-2026,398.07,"63,607.22",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
426-936-0467,7052905,LSA | Nunez-Murray | Synthetic,100141,908132,Nunez-Murray,9365,Nunez-Murray INC,"38,706.65",26-02-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
467-398-2031,6010631,LSA | Lewis PLC | Synthetic,080222,497677,Lewis PLC,9588,Lewis PLC INC,"56,549.39",01-05-2026,"1,995.97","17,237.67",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
770-076-5402,9005800,"LSA | Taylor, Rodriguez and Moss | Synthetic",948297,817567,"Taylor, Rodriguez and Moss",1192,"Taylor, Rodriguez and Moss INC","16,491.60",28-04-2026,140.83,"58,816.52",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
130-584-3521,2009716,"LSA | Silva, Pena and Dennis | Synthetic",456223,517127,"Silva, Pena and Dennis",1192,"Silva, Pena and Dennis INC","47,044.00",05-05-2026,"9,438.00","3,408.62",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
057-670-7577,3005776,LSA | Miller-Mason | Synthetic,160474,621786,Miller-Mason,6906,Miller-Mason INC,"5,400.51",18-03-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
416-382-3519,6495900,LSA | Collins Group | Synthetic,658807,802779,Collins Group,9980,Collins Group INC,"52,886.38",16-04-2026,"4,412.33","63,726.94",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
271-897-3557,5586471,LSA | Christensen LLC | Synthetic,922019,197462,Christensen LLC,1632,Christensen LLC INC,"51,087.77",21-11-2024,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
810-851-4980,0743825,"LSA | Adams, Ellison and Hayes | Synthetic",250991,271674,"Adams, Ellison and Hayes",2082,"Adams, Ellison and Hayes INC","53,158.24",06-05-2026,"6,847.52","61,404.85",Re-Intermediate Extensible Schemas,Stephen Vargas,DirectLocal,,,,,,,,,,,
099-886-7557,3274442,"LSA | Morales, Gutierrez and Montoya | Synthetic",843744,373517,"Morales, Gutierrez and Montoya",4179,"Morales, Gutierrez and Montoya INC","34,643.65",02-05-2026,"3,968.33","62,119.97",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
816-326-1510,1934287,"LSA | Barnes, Robbins and Thomas | Synthetic",009813,041520,"Barnes, Robbins and Thomas",8295,"Barnes, Robbins and Thomas INC","10,257.86",28-02-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
085-695-0633,6724992,LSA | Watkins-Rodriguez | Synthetic,208914,917178,Watkins-Rodriguez,8295,Watkins-Rodriguez INC,"7,687.55",30-04-2026,"10,986.13","14,112.58",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
122-707-1414,6236635,LSA | Stanley-Glover | Synthetic,468498,259941,Stanley-Glover,8160,Stanley-Glover INC,"23,502.82",03-07-2024,0.00,0.00,Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
664-580-4995,1587326,LSA | Jones Group | Synthetic,106228,614757,Jones Group,7819,Jones Group INC,"22,236.04",24-04-2026,"4,368.79","22,400.42",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
039-737-1992,2456065,"LSA | Walter, Bowman and Henry | Synthetic",980621,909878,"Walter, Bowman and Henry",9588,"Walter, Bowman and Henry INC","33,918.12",03-05-2026,"4,484.40","23,763.92",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
547-422-5828,8368422,"LSA | Nichols, Jones and Roberts | Synthetic",294044,175877,"Nichols, Jones and Roberts",1192,"Nichols, Jones and Roberts INC","1,378.28",24-03-2026,"2,834.00","68,710.11",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
005-235-5254,1662148,"LSA | Matthews, Foster and Adams | Synthetic",842242,042324,"Matthews, Foster and Adams",0746,"Matthews, Foster and Adams INC","14,348.21",07-05-2026,"3,552.88","24,975.94",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
